Line_Number,Timestamp,Parsed_Time,Event,IP_Address,Username,Process,Host,Message,Raw_Line,Geo_Country,Geo_City,Geo_Lat,Geo_Lon,IP_Reputation,ASN,MITRE_Technique,MITRE_Tactic,Geo_Risk,Session_ID,Risk_Score,Severity_Level
200,Jun 15 17:01:21,2024-06-15 17:01:21,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,auth-gateway,18502]: Accepted password for ubuntu from 10.0.1.200 port 55901 ssh2,Jun 15 17:01:21 auth-gateway sshd[18502]: Accepted password for ubuntu from 10.0.1.200 port 55901 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0076,49.62,CRITICAL
201,Jun 15 17:19:08,2024-06-15 17:19:08,SUCCESSFUL_LOGIN,192.168.1.55,ubuntu,sshd,server01,10995]: Accepted password for ubuntu from 192.168.1.55 port 54583 ssh2,Jun 15 17:19:08 server01 sshd[10995]: Accepted password for ubuntu from 192.168.1.55 port 54583 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0077,59.03,CRITICAL
202,Jun 15 17:20:05,2024-06-15 17:20:05,SUCCESSFUL_LOGIN,192.168.1.55,deploy,sshd,auth-gateway,14958]: Accepted password for deploy from 192.168.1.55 port 51357 ssh2,Jun 15 17:20:05 auth-gateway sshd[14958]: Accepted password for deploy from 192.168.1.55 port 51357 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0077,59.03,CRITICAL
203,Jun 15 17:21:17,2024-06-15 17:21:17,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,auth-gateway,8559]: Accepted password for admin from 192.168.1.55 port 62082 ssh2,Jun 15 17:21:17 auth-gateway sshd[8559]: Accepted password for admin from 192.168.1.55 port 62082 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0077,59.03,CRITICAL
204,Jun 15 17:29:54,2024-06-15 17:29:54,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,web-prod,59065]: Accepted password for ubuntu from 10.0.0.12 port 56719 ssh2,Jun 15 17:29:54 web-prod sshd[59065]: Accepted password for ubuntu from 10.0.0.12 port 56719 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0078,52.14,CRITICAL
205,Jun 15 17:31:53,2024-06-15 17:31:53,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,auth-gateway,22081]: Accepted password for ubuntu from 10.0.1.200 port 51991 ssh2,Jun 15 17:31:53 auth-gateway sshd[22081]: Accepted password for ubuntu from 10.0.1.200 port 51991 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0079,49.62,CRITICAL
206,Jun 15 17:36:31,2024-06-15 17:36:31,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,web-prod,40264]: Accepted password for ubuntu from 10.0.1.200 port 48276 ssh2,Jun 15 17:36:31 web-prod sshd[40264]: Accepted password for ubuntu from 10.0.1.200 port 48276 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0079,49.62,CRITICAL
207,Jun 15 17:43:55,2024-06-15 17:43:55,SUCCESSFUL_LOGIN,192.168.1.101,deploy,sshd,db-primary,9343]: Accepted password for deploy from 192.168.1.101 port 41908 ssh2,Jun 15 17:43:55 db-primary sshd[9343]: Accepted password for deploy from 192.168.1.101 port 41908 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0080,51.72,CRITICAL
208,Jun 15 17:44:27,2024-06-15 17:44:27,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,auth-gateway,54945]: Accepted password for admin from 10.0.0.12 port 33900 ssh2,Jun 15 17:44:27 auth-gateway sshd[54945]: Accepted password for admin from 10.0.0.12 port 33900 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0078,52.14,CRITICAL
209,Jun 15 18:10:05,2024-06-15 18:10:05,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,server01,30513]: Accepted password for deploy from 10.0.0.12 port 46544 ssh2,Jun 15 18:10:05 server01 sshd[30513]: Accepted password for deploy from 10.0.0.12 port 46544 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0078,52.14,CRITICAL
210,Jun 15 18:31:03,2024-06-15 18:31:03,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,auth-gateway,38522]: Accepted password for user from 192.168.1.101 port 48816 ssh2,Jun 15 18:31:03 auth-gateway sshd[38522]: Accepted password for user from 192.168.1.101 port 48816 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0081,51.72,CRITICAL
211,Jun 15 18:32:51,2024-06-15 18:32:51,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,db-primary,3402]: Accepted password for admin from 10.0.0.5 port 62603 ssh2,Jun 15 18:32:51 db-primary sshd[3402]: Accepted password for admin from 10.0.0.5 port 62603 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0082,47.71,CRITICAL
212,Jun 15 18:42:05,2024-06-15 18:42:05,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,web-prod,35405]: Accepted password for deploy from 10.0.0.5 port 33727 ssh2,Jun 15 18:42:05 web-prod sshd[35405]: Accepted password for deploy from 10.0.0.5 port 33727 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0082,47.71,CRITICAL
213,Jun 15 18:42:06,2024-06-15 18:42:06,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,auth-gateway,37561]: Accepted password for user from 192.168.1.101 port 41610 ssh2,Jun 15 18:42:06 auth-gateway sshd[37561]: Accepted password for user from 192.168.1.101 port 41610 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0081,51.72,CRITICAL
214,Jun 15 18:46:24,2024-06-15 18:46:24,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,server01,11050]: Accepted password for admin from 10.0.0.5 port 61118 ssh2,Jun 15 18:46:24 server01 sshd[11050]: Accepted password for admin from 10.0.0.5 port 61118 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0082,47.71,CRITICAL
215,Jun 15 18:50:55,2024-06-15 18:50:55,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,db-primary,45643]: Accepted password for ubuntu from 10.0.1.200 port 64852 ssh2,Jun 15 18:50:55 db-primary sshd[45643]: Accepted password for ubuntu from 10.0.1.200 port 64852 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0083,49.62,CRITICAL
216,Jun 15 18:58:21,2024-06-15 18:58:21,FAILED_LOGIN,192.168.1.101,deploy,sshd,server01,20550]: Failed password for deploy from 192.168.1.101 port 40669 ssh2,Jun 15 18:58:21 server01 sshd[20550]: Failed password for deploy from 192.168.1.101 port 40669 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.35,S-0081,51.72,CRITICAL
217,Jun 15 18:58:33,2024-06-15 18:58:33,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,auth-gateway,13776]: Accepted password for admin from 10.0.1.200 port 61581 ssh2,Jun 15 18:58:33 auth-gateway sshd[13776]: Accepted password for admin from 10.0.1.200 port 61581 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0083,49.62,CRITICAL
218,Jun 15 19:03:58,2024-06-15 19:03:58,FAILED_LOGIN,192.168.1.55,ubuntu,sshd,web-prod,63994]: Failed password for ubuntu from 192.168.1.55 port 35045 ssh2,Jun 15 19:03:58 web-prod sshd[63994]: Failed password for ubuntu from 192.168.1.55 port 35045 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.95,S-0084,59.03,CRITICAL
219,Jun 15 19:19:42,2024-06-15 19:19:42,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,server01,38865]: Accepted password for admin from 192.168.1.101 port 58780 ssh2,Jun 15 19:19:42 server01 sshd[38865]: Accepted password for admin from 192.168.1.101 port 58780 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0081,51.72,CRITICAL
220,Jun 15 19:20:12,2024-06-15 19:20:12,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,web-prod,53030]: Accepted password for admin from 10.0.0.5 port 49861 ssh2,Jun 15 19:20:12 web-prod sshd[53030]: Accepted password for admin from 10.0.0.5 port 49861 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0085,47.71,CRITICAL
221,Jun 15 19:22:24,2024-06-15 19:22:24,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,web-prod,28243]: Accepted password for user from 10.0.1.200 port 49899 ssh2,Jun 15 19:22:24 web-prod sshd[28243]: Accepted password for user from 10.0.1.200 port 49899 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0083,49.62,CRITICAL
222,Jun 15 19:29:48,2024-06-15 19:29:48,SUCCESSFUL_LOGIN,192.168.1.55,user,sshd,auth-gateway,12386]: Accepted password for user from 192.168.1.55 port 34649 ssh2,Jun 15 19:29:48 auth-gateway sshd[12386]: Accepted password for user from 192.168.1.55 port 34649 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0084,59.03,CRITICAL
223,Jun 15 19:32:32,2024-06-15 19:32:32,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,web-prod,32338]: Accepted password for ubuntu from 192.168.1.101 port 38163 ssh2,Jun 15 19:32:32 web-prod sshd[32338]: Accepted password for ubuntu from 192.168.1.101 port 38163 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0081,51.72,CRITICAL
224,Jun 15 19:33:18,2024-06-15 19:33:18,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,web-prod,3980]: Accepted password for user from 10.0.0.12 port 55989 ssh2,Jun 15 19:33:18 web-prod sshd[3980]: Accepted password for user from 10.0.0.12 port 55989 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0086,52.14,CRITICAL
225,Jun 15 19:36:22,2024-06-15 19:36:22,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,web-prod,10721]: Accepted password for deploy from 10.0.0.12 port 51005 ssh2,Jun 15 19:36:22 web-prod sshd[10721]: Accepted password for deploy from 10.0.0.12 port 51005 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0086,52.14,CRITICAL
226,Jun 15 19:42:15,2024-06-15 19:42:15,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,auth-gateway,38699]: Accepted password for user from 10.0.1.200 port 54651 ssh2,Jun 15 19:42:15 auth-gateway sshd[38699]: Accepted password for user from 10.0.1.200 port 54651 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0083,49.62,CRITICAL
227,Jun 15 19:51:16,2024-06-15 19:51:16,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,auth-gateway,16703]: Accepted password for admin from 192.168.1.101 port 31924 ssh2,Jun 15 19:51:16 auth-gateway sshd[16703]: Accepted password for admin from 192.168.1.101 port 31924 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0081,51.72,CRITICAL
228,Jun 15 20:00:45,2024-06-15 20:00:45,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,web-prod,59445]: Accepted password for admin from 192.168.1.55 port 59528 ssh2,Jun 15 20:00:45 web-prod sshd[59445]: Accepted password for admin from 192.168.1.55 port 59528 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0087,59.03,CRITICAL
229,Jun 15 20:07:52,2024-06-15 20:07:52,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,server01,64195]: Accepted password for deploy from 10.0.0.5 port 50720 ssh2,Jun 15 20:07:52 server01 sshd[64195]: Accepted password for deploy from 10.0.0.5 port 50720 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0088,47.71,CRITICAL
230,Jun 15 20:09:23,2024-06-15 20:09:23,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,auth-gateway,40373]: Accepted password for deploy from 10.0.0.12 port 45987 ssh2,Jun 15 20:09:23 auth-gateway sshd[40373]: Accepted password for deploy from 10.0.0.12 port 45987 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0089,52.14,CRITICAL
231,Jun 15 20:15:15,2024-06-15 20:15:15,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,web-prod,31948]: Accepted password for user from 10.0.0.5 port 62018 ssh2,Jun 15 20:15:15 web-prod sshd[31948]: Accepted password for user from 10.0.0.5 port 62018 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0088,47.71,CRITICAL
232,Jun 15 20:23:11,2024-06-15 20:23:11,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,server01,55241]: Accepted password for deploy from 10.0.0.5 port 53411 ssh2,Jun 15 20:23:11 server01 sshd[55241]: Accepted password for deploy from 10.0.0.5 port 53411 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0088,47.71,CRITICAL
233,Jun 15 20:26:42,2024-06-15 20:26:42,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,db-primary,48787]: Accepted password for ubuntu from 10.0.0.5 port 52662 ssh2,Jun 15 20:26:42 db-primary sshd[48787]: Accepted password for ubuntu from 10.0.0.5 port 52662 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0088,47.71,CRITICAL
234,Jun 15 20:38:23,2024-06-15 20:38:23,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,auth-gateway,15373]: Accepted password for admin from 10.0.0.5 port 37517 ssh2,Jun 15 20:38:23 auth-gateway sshd[15373]: Accepted password for admin from 10.0.0.5 port 37517 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0088,47.71,CRITICAL
235,Jun 15 20:45:41,2024-06-15 20:45:41,SUCCESSFUL_LOGIN,192.168.1.55,deploy,sshd,auth-gateway,58108]: Accepted password for deploy from 192.168.1.55 port 46784 ssh2,Jun 15 20:45:41 auth-gateway sshd[58108]: Accepted password for deploy from 192.168.1.55 port 46784 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0090,59.03,CRITICAL
236,Jun 15 20:48:59,2024-06-15 20:48:59,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,auth-gateway,43793]: Accepted password for deploy from 10.0.0.12 port 36442 ssh2,Jun 15 20:48:59 auth-gateway sshd[43793]: Accepted password for deploy from 10.0.0.12 port 36442 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0091,52.14,CRITICAL
237,Jun 15 20:53:57,2024-06-15 20:53:57,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,web-prod,29487]: Accepted password for deploy from 10.0.0.5 port 64491 ssh2,Jun 15 20:53:57 web-prod sshd[29487]: Accepted password for deploy from 10.0.0.5 port 64491 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0088,47.71,CRITICAL
238,Jun 15 20:57:55,2024-06-15 20:57:55,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,db-primary,44571]: Accepted password for ubuntu from 192.168.1.101 port 56689 ssh2,Jun 15 20:57:55 db-primary sshd[44571]: Accepted password for ubuntu from 192.168.1.101 port 56689 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0092,51.72,CRITICAL
239,Jun 15 21:00:00,2024-06-15 21:00:00,FAILED_LOGIN,11.22.147.97,svc_forensics,sshd,db-primary,21001]: Failed password for svc_forensics from 11.22.147.97 port 45788 ssh2,Jun 15 21:00:00 db-primary sshd[21001]: Failed password for svc_forensics from 11.22.147.97 port 45788 ssh2,China,Beijing,39.9,116.4,0.545,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.85,S-0093,100.0,CRITICAL
240,Jun 15 21:07:12,2024-06-15 21:07:12,OTHER,Internal,user,sshd,server01,44150]: pam_unix(sshd:session): session opened for user deploy,Jun 15 21:07:12 server01 sshd[44150]: pam_unix(sshd:session): session opened for user deploy,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0094,19.67,MEDIUM
241,Jun 15 21:10:07,2024-06-15 21:10:07,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,auth-gateway,22830]: Accepted password for ubuntu from 10.0.0.5 port 59781 ssh2,Jun 15 21:10:07 auth-gateway sshd[22830]: Accepted password for ubuntu from 10.0.0.5 port 59781 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0088,47.71,CRITICAL
242,Jun 15 21:25:19,2024-06-15 21:25:19,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,server01,33418]: Accepted password for deploy from 10.0.1.200 port 59332 ssh2,Jun 15 21:25:19 server01 sshd[33418]: Accepted password for deploy from 10.0.1.200 port 59332 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0095,49.62,CRITICAL
243,Jun 15 21:32:51,2024-06-15 21:32:51,FAILED_LOGIN,10.0.0.5,deploy,sshd,web-prod,12465]: Failed password for deploy from 10.0.0.5 port 34827 ssh2,Jun 15 21:32:51 web-prod sshd[12465]: Failed password for deploy from 10.0.0.5 port 34827 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1110 — Brute Force,Credential Access,0.3,S-0088,47.71,CRITICAL
244,Jun 15 21:38:24,2024-06-15 21:38:24,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,web-prod,28288]: Accepted password for admin from 10.0.1.200 port 42680 ssh2,Jun 15 21:38:24 web-prod sshd[28288]: Accepted password for admin from 10.0.1.200 port 42680 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0095,49.62,CRITICAL
245,Jun 15 21:43:08,2024-06-15 21:43:08,OTHER,Internal,user,sshd,db-primary,28486]: pam_unix(sshd:session): session opened for user admin,Jun 15 21:43:08 db-primary sshd[28486]: pam_unix(sshd:session): session opened for user admin,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0096,19.67,MEDIUM
246,Jun 15 21:43:13,2024-06-15 21:43:13,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,auth-gateway,63452]: Accepted password for deploy from 10.0.1.200 port 48907 ssh2,Jun 15 21:43:13 auth-gateway sshd[63452]: Accepted password for deploy from 10.0.1.200 port 48907 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0095,49.62,CRITICAL
247,Jun 15 21:44:43,2024-06-15 21:44:43,SUCCESSFUL_LOGIN,192.168.1.55,user,sshd,server01,57173]: Accepted password for user from 192.168.1.55 port 32753 ssh2,Jun 15 21:44:43 server01 sshd[57173]: Accepted password for user from 192.168.1.55 port 32753 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0097,59.03,CRITICAL
248,Jun 15 22:00:01,2024-06-15 22:00:01,FAILED_LOGIN,91.240.118.172,ubuntu,sshd,server01,63796]: Failed password for ubuntu from 91.240.118.172 port 38150 ssh2,Jun 15 22:00:01 server01 sshd[63796]: Failed password for ubuntu from 91.240.118.172 port 38150 ssh2,Nigeria,Lagos,6.52,3.38,0.0,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.7,S-0098,60.6,CRITICAL
249,Jun 15 22:00:25,2024-06-15 22:00:25,FAILED_LOGIN,91.240.118.172,ubuntu,sshd,server01,8333]: Failed password for ubuntu from 91.240.118.172 port 56420 ssh2,Jun 15 22:00:25 server01 sshd[8333]: Failed password for ubuntu from 91.240.118.172 port 56420 ssh2,Nigeria,Lagos,6.52,3.38,0.0,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.7,S-0098,60.6,CRITICAL
250,Jun 15 22:00:48,2024-06-15 22:00:48,FAILED_LOGIN,91.240.118.172,ubuntu,sshd,server01,62240]: Failed password for ubuntu from 91.240.118.172 port 63170 ssh2,Jun 15 22:00:48 server01 sshd[62240]: Failed password for ubuntu from 91.240.118.172 port 63170 ssh2,Nigeria,Lagos,6.52,3.38,0.0,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.7,S-0098,60.6,CRITICAL
251,Jun 15 22:01:11,2024-06-15 22:01:11,FAILED_LOGIN,91.240.118.172,ubuntu,sshd,server01,24183]: Failed password for ubuntu from 91.240.118.172 port 49750 ssh2,Jun 15 22:01:11 server01 sshd[24183]: Failed password for ubuntu from 91.240.118.172 port 49750 ssh2,Nigeria,Lagos,6.52,3.38,0.0,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.7,S-0098,60.6,CRITICAL
252,Jun 15 22:01:34,2024-06-15 22:01:34,FAILED_LOGIN,91.240.118.172,ubuntu,sshd,server01,20059]: Failed password for ubuntu from 91.240.118.172 port 53536 ssh2,Jun 15 22:01:34 server01 sshd[20059]: Failed password for ubuntu from 91.240.118.172 port 53536 ssh2,Nigeria,Lagos,6.52,3.38,0.0,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.7,S-0098,60.6,CRITICAL
253,Jun 15 22:01:59,2024-06-15 22:01:59,FAILED_LOGIN,91.240.118.172,ubuntu,sshd,server01,51613]: Failed password for ubuntu from 91.240.118.172 port 41358 ssh2,Jun 15 22:01:59 server01 sshd[51613]: Failed password for ubuntu from 91.240.118.172 port 41358 ssh2,Nigeria,Lagos,6.52,3.38,0.0,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.7,S-0098,60.6,CRITICAL
254,Jun 15 22:02:25,2024-06-15 22:02:25,FAILED_LOGIN,91.240.118.172,ubuntu,sshd,server01,48629]: Failed password for ubuntu from 91.240.118.172 port 51029 ssh2,Jun 15 22:02:25 server01 sshd[48629]: Failed password for ubuntu from 91.240.118.172 port 51029 ssh2,Nigeria,Lagos,6.52,3.38,0.0,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.7,S-0098,60.6,CRITICAL
